dataset,model,sample_id,task_type,correct_format_count,correct_formats,oracle_correct,sheetflex_correct,correct_latex,correct_markdown,correct_json_cells,correct_json_rows,correct_image,correct_excel_1_image
realhit,Qwen3-VL-30B-A3B-Instruct,2327,Fact Checking,1,latex,True,False,True,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2329,Fact Checking,1,excel_1_image,True,False,False,False,False,False,False,True
realhit,Qwen3-VL-30B-A3B-Instruct,2330,Fact Checking,1,excel_1_image,True,False,False,False,False,False,False,True
realhit,Qwen3-VL-30B-A3B-Instruct,2331,Numerical Reasoning,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2332,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2333,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2334,Fact Checking,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2337,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2338,Numerical Reasoning,2,json_cells+image,True,False,False,False,True,False,True,False
realhit,Qwen3-VL-30B-A3B-Instruct,2339,Numerical Reasoning,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2341,Fact Checking,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2342,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2343,Numerical Reasoning,5,latex+markdown+json_cells+json_rows+excel_1_image,True,True,True,True,True,True,False,True
realhit,Qwen3-VL-30B-A3B-Instruct,2344,Numerical Reasoning,5,latex+markdown+json_cells+json_rows+image,True,True,True,True,True,True,True,False
realhit,Qwen3-VL-30B-A3B-Instruct,2345,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2346,Fact Checking,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2347,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2350,Fact Checking,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2351,Fact Checking,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2353,Fact Checking,2,markdown+json_rows,True,False,False,True,False,True,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2354,Numerical Reasoning,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2355,Numerical Reasoning,2,markdown+image,True,False,False,True,False,False,True,False
realhit,Qwen3-VL-30B-A3B-Instruct,2356,Numerical Reasoning,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2358,Fact Checking,4,latex+markdown+json_cells+json_rows,True,True,True,True,True,True,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2359,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2360,Numerical Reasoning,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2361,Numerical Reasoning,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2363,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2364,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2365,Numerical Reasoning,2,latex+markdown,True,False,True,True,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2366,Numerical Reasoning,5,latex+markdown+json_cells+json_rows+image,True,True,True,True,True,True,True,False
realhit,Qwen3-VL-30B-A3B-Instruct,2368,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2369,Fact Checking,2,latex+image,True,False,True,False,False,False,True,False
realhit,Qwen3-VL-30B-A3B-Instruct,2370,Numerical Reasoning,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2371,Numerical Reasoning,1,excel_1_image,True,True,False,False,False,False,False,True
realhit,Qwen3-VL-30B-A3B-Instruct,2373,Fact Checking,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2374,Fact Checking,2,image+excel_1_image,True,True,False,False,False,False,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2375,Numerical Reasoning,3,latex+json_rows+image,True,True,True,False,False,True,True,False
realhit,Qwen3-VL-30B-A3B-Instruct,2376,Numerical Reasoning,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2378,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2379,Fact Checking,3,latex+json_cells+image,True,True,True,False,True,False,True,False
realhit,Qwen3-VL-30B-A3B-Instruct,2380,Numerical Reasoning,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2381,Numerical Reasoning,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2383,Fact Checking,5,latex+markdown+json_cells+json_rows+image,True,True,True,True,True,True,True,False
realhit,Qwen3-VL-30B-A3B-Instruct,2384,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2385,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2386,Numerical Reasoning,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2388,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2389,Fact Checking,4,latex+markdown+json_cells+json_rows,True,True,True,True,True,True,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2390,Numerical Reasoning,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2391,Numerical Reasoning,4,latex+markdown+json_cells+json_rows,True,True,True,True,True,True,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2393,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2394,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2395,Fact Checking,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2396,Numerical Reasoning,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2398,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2399,Fact Checking,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2400,Numerical Reasoning,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2401,Numerical Reasoning,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2403,Fact Checking,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2404,Fact Checking,4,markdown+json_rows+image+excel_1_image,True,True,False,True,False,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2405,Numerical Reasoning,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2406,Numerical Reasoning,4,latex+markdown+json_cells+image,True,True,True,True,True,False,True,False
realhit,Qwen3-VL-30B-A3B-Instruct,2408,Fact Checking,1,image,True,False,False,False,False,False,True,False
realhit,Qwen3-VL-30B-A3B-Instruct,2409,Fact Checking,1,json_cells,True,True,False,False,True,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2410,Numerical Reasoning,2,json_cells+image,True,True,False,False,True,False,True,False
realhit,Qwen3-VL-30B-A3B-Instruct,2411,Numerical Reasoning,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2413,Fact Checking,3,latex+image+excel_1_image,True,True,True,False,False,False,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2414,Fact Checking,2,latex+excel_1_image,True,False,True,False,False,False,False,True
realhit,Qwen3-VL-30B-A3B-Instruct,2415,Numerical Reasoning,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2416,Numerical Reasoning,5,latex+markdown+json_cells+json_rows+excel_1_image,True,True,True,True,True,True,False,True
realhit,Qwen3-VL-30B-A3B-Instruct,2418,Fact Checking,1,latex,True,False,True,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2419,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2420,Numerical Reasoning,1,json_rows,True,False,False,False,False,True,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2421,Numerical Reasoning,1,latex,True,False,True,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2423,Fact Checking,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2424,Fact Checking,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2425,Numerical Reasoning,3,json_cells+json_rows+image,True,True,False,False,True,True,True,False
realhit,Qwen3-VL-30B-A3B-Instruct,2426,Fact Checking,4,latex+json_cells+json_rows+image,True,True,True,False,True,True,True,False
realhit,Qwen3-VL-30B-A3B-Instruct,2428,Fact Checking,1,json_cells,True,False,False,False,True,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2429,Fact Checking,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2430,Numerical Reasoning,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2431,Numerical Reasoning,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2433,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2434,Fact Checking,2,latex+json_rows,True,False,True,False,False,True,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2435,Numerical Reasoning,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2436,Numerical Reasoning,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2438,Fact Checking,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2439,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2440,Numerical Reasoning,5,latex+markdown+json_rows+image+excel_1_image,True,True,True,True,False,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2441,Numerical Reasoning,5,latex+markdown+json_cells+json_rows+image,True,True,True,True,True,True,True,False
realhit,Qwen3-VL-30B-A3B-Instruct,2443,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2444,Fact Checking,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2445,Numerical Reasoning,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2446,Numerical Reasoning,1,latex,True,False,True,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2448,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2449,Numerical Reasoning,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2450,Numerical Reasoning,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2453,Fact Checking,2,json_cells+excel_1_image,True,False,False,False,True,False,False,True
realhit,Qwen3-VL-30B-A3B-Instruct,2454,Fact Checking,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2455,Fact Checking,4,latex+json_cells+image+excel_1_image,True,True,True,False,True,False,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2456,Numerical Reasoning,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2458,Fact Checking,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2459,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2460,Numerical Reasoning,4,latex+json_rows+image+excel_1_image,True,True,True,False,False,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2461,Numerical Reasoning,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2463,Fact Checking,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2464,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2465,Numerical Reasoning,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2466,Numerical Reasoning,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2468,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2469,Numerical Reasoning,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2470,Numerical Reasoning,2,latex+json_cells,True,False,True,False,True,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2471,Numerical Reasoning,2,markdown+json_rows,True,False,False,True,False,True,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2473,Fact Checking,5,latex+json_cells+json_rows+image+excel_1_image,True,True,True,False,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2474,Fact Checking,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2475,Numerical Reasoning,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2476,Numerical Reasoning,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2478,Fact Checking,5,latex+markdown+json_cells+json_rows+excel_1_image,True,True,True,True,True,True,False,True
realhit,Qwen3-VL-30B-A3B-Instruct,2479,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2480,Numerical Reasoning,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2481,Numerical Reasoning,3,latex+json_cells+json_rows,True,True,True,False,True,True,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2483,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2484,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2485,Numerical Reasoning,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2486,Numerical Reasoning,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2488,Fact Checking,3,latex+markdown+json_cells,True,True,True,True,True,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2489,Fact Checking,1,json_cells,True,False,False,False,True,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2490,Numerical Reasoning,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2491,Numerical Reasoning,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2493,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2494,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2495,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2496,Numerical Reasoning,3,latex+markdown+json_rows,True,True,True,True,False,True,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2498,Fact Checking,4,latex+json_cells+json_rows+image,True,True,True,False,True,True,True,False
realhit,Qwen3-VL-30B-A3B-Instruct,2499,Fact Checking,4,latex+json_rows+image+excel_1_image,True,True,True,False,False,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2500,Numerical Reasoning,4,latex+json_cells+json_rows+excel_1_image,True,True,True,False,True,True,False,True
realhit,Qwen3-VL-30B-A3B-Instruct,2501,Numerical Reasoning,2,latex+excel_1_image,True,True,True,False,False,False,False,True
realhit,Qwen3-VL-30B-A3B-Instruct,2503,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2504,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2505,Numerical Reasoning,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2506,Numerical Reasoning,4,latex+json_cells+json_rows+image,True,True,True,False,True,True,True,False
realhit,Qwen3-VL-30B-A3B-Instruct,2508,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2509,Fact Checking,1,json_cells,True,False,False,False,True,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2510,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2511,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2513,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2514,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2515,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2516,Numerical Reasoning,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2518,Fact Checking,1,image,True,False,False,False,False,False,True,False
realhit,Qwen3-VL-30B-A3B-Instruct,2519,Fact Checking,5,latex+markdown+json_cells+json_rows+excel_1_image,True,True,True,True,True,True,False,True
realhit,Qwen3-VL-30B-A3B-Instruct,2520,Numerical Reasoning,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2521,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2523,Fact Checking,5,latex+json_cells+json_rows+image+excel_1_image,True,True,True,False,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2524,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2525,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2526,Numerical Reasoning,4,latex+json_cells+image+excel_1_image,True,True,True,False,True,False,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2528,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2529,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2530,Fact Checking,4,latex+markdown+image+excel_1_image,True,True,True,True,False,False,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2531,Fact Checking,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2533,Fact Checking,4,latex+markdown+json_cells+json_rows,True,True,True,True,True,True,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2534,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2535,Numerical Reasoning,5,latex+markdown+json_cells+json_rows+excel_1_image,True,True,True,True,True,True,False,True
realhit,Qwen3-VL-30B-A3B-Instruct,2536,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2538,Fact Checking,4,latex+markdown+json_cells+json_rows,True,True,True,True,True,True,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2539,Numerical Reasoning,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2540,Fact Checking,3,markdown+image+excel_1_image,True,False,False,True,False,False,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2541,Numerical Reasoning,5,latex+markdown+json_cells+json_rows+image,True,True,True,True,True,True,True,False
realhit,Qwen3-VL-30B-A3B-Instruct,2543,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2544,Numerical Reasoning,2,markdown+json_cells,True,True,False,True,True,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2545,Fact Checking,5,latex+markdown+json_cells+json_rows+image,True,True,True,True,True,True,True,False
realhit,Qwen3-VL-30B-A3B-Instruct,2546,Numerical Reasoning,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2548,Fact Checking,5,latex+markdown+json_cells+json_rows+excel_1_image,True,True,True,True,True,True,False,True
realhit,Qwen3-VL-30B-A3B-Instruct,2549,Numerical Reasoning,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2550,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2551,Fact Checking,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2553,Fact Checking,5,latex+markdown+json_cells+json_rows+image,True,True,True,True,True,True,True,False
realhit,Qwen3-VL-30B-A3B-Instruct,2554,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2555,Numerical Reasoning,4,latex+markdown+image+excel_1_image,True,True,True,True,False,False,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2556,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2558,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2559,Numerical Reasoning,4,latex+json_cells+json_rows+excel_1_image,True,True,True,False,True,True,False,True
realhit,Qwen3-VL-30B-A3B-Instruct,2560,Fact Checking,2,json_cells+image,True,False,False,False,True,False,True,False
realhit,Qwen3-VL-30B-A3B-Instruct,2561,Numerical Reasoning,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2563,Fact Checking,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2564,Fact Checking,5,latex+markdown+json_cells+image+excel_1_image,True,True,True,True,True,False,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2565,Fact Checking,3,json_cells+json_rows+image,True,True,False,False,True,True,True,False
realhit,Qwen3-VL-30B-A3B-Instruct,2566,Fact Checking,0,none,False,False,False,False,False,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2568,Numerical Reasoning,5,latex+markdown+json_cells+json_rows+image,True,True,True,True,True,True,True,False
realhit,Qwen3-VL-30B-A3B-Instruct,2569,Fact Checking,5,latex+markdown+json_cells+json_rows+excel_1_image,True,True,True,True,True,True,False,True
realhit,Qwen3-VL-30B-A3B-Instruct,2570,Fact Checking,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2571,Fact Checking,5,latex+markdown+json_cells+json_rows+image,True,True,True,True,True,True,True,False
realhit,Qwen3-VL-30B-A3B-Instruct,2573,Numerical Reasoning,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
realhit,Qwen3-VL-30B-A3B-Instruct,2574,Fact Checking,4,latex+markdown+json_cells+json_rows,True,True,True,True,True,True,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2575,Fact Checking,3,latex+json_cells+json_rows,True,True,True,False,True,True,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2576,Fact Checking,2,markdown+json_cells,True,True,False,True,True,False,False,False
realhit,Qwen3-VL-30B-A3B-Instruct,2578,Numerical Reasoning,6,latex+markdown+json_cells+json_rows+image+excel_1_image,True,True,True,True,True,True,True,True
